id,type,url,url_type
63e1f42e6df3ea6849f9d793,platform,https://nadc.china-vo.org/,database_url
63e244146df3ea6849f9e8a1,platform,https://nmdc.cn/,database_url
63e24c2d6df3ea6849f9ebcf,platform,https://www.nssdc.ac.cn/,database_url
63e245f46df3ea6849f9e972,platform,https://ngdc.cncb.ac.cn/,database_url
63e248596df3ea6849f9ea62,platform,http://data.tpdc.ac.cn,database_url
647017899abf2df7e222f46a,platform,http://www.ethnobotany.cn/,database_url
63e24f1b6df3ea6849f9ecf2,platform,https://noda.ac.cn/,database_url
63e256ca6df3ea6849f9f000,platform,https://braindatacenter.cn/,database_url
6470400f28ba1d38eeb2ecc1,platform,https://aad.archives.gov/aad/,database_url
63e251a36df3ea6849f9ee06,platform,https://cmpdc.iphy.ac.cn/,database_url
6470400f28ba1d38eeb2ecc7,platform,https://www.cbil.upenn.edu/RAD,database_url
6470400f28ba1d38eeb2ecc3,platform,https://archaeologydataservice.ac.uk/,database_url
6470400f28ba1d38eeb2ecc4,platform,http://bwc.lbl.gov/California/,database_url
63e259f16df3ea6849f9f164,platform,http://data.iscr.ac.cn/,database_url
6470400f28ba1d38eeb2ecc2,platform,https://dgd.ids-mannheim.de/DGD2Web/jsp/Welcome.jsp,database_url
63e253b56df3ea6849f9eed9,platform,https://www.plantplus.cn,database_url
63e258fa6df3ea6849f9f0f5,platform,https://data.casearth.cn/,database_url
6470400f28ba1d38eeb2ecc5,platform,https://github.com/BlueObelisk/bodr,database_url
6470400f28ba1d38eeb2ecc8,platform,https://library.ucsd.edu/dc/collection/bb5940732k,database_url
63e257d76df3ea6849f9f077,platform,http://chemdc.casdc.cn/,database_url
6470400f28ba1d38eeb2ecd8,platform,https://archive.ceda.ac.uk/,database_url
6470400f28ba1d38eeb2ecc6,platform,https://dataverse.unc.edu/,database_url
6470400f28ba1d38eeb2ecda,platform,https://data.aad.gov.au/,database_url
6470400f28ba1d38eeb2ecd9,platform,https://datadryad.org/,database_url
6470400f28ba1d38eeb2ecdb,platform,https://cugir.library.cornell.edu/,database_url
6470400f28ba1d38eeb2ece0,platform,https://dc.zah.uni-heidelberg.de/potsdam/q/raw/info,database_url
6470400f28ba1d38eeb2ecd4,platform,https://code.google.com/archive/,database_url
6470400f28ba1d38eeb2ecde,platform,https://data.worldbank.org/,database_url
6470400f28ba1d38eeb2ecd5,platform,https://forestgeo.si.edu/,database_url
6470400f28ba1d38eeb2ecd3,platform,http://forscenter.ch/en/data-and-research-information-services/2221-2/public-statistics/,database_url
6470400f28ba1d38eeb2ecd6,platform,https://dataverse.unc.edu/dataverse/odum,database_url
6470400f28ba1d38eeb2ece2,platform,https://cxc.cfa.harvard.edu/cda/,database_url
6470400f28ba1d38eeb2ecdc,platform,https://www.dataone.org/,database_url
6470400f28ba1d38eeb2ece9,platform,http://ecrystals.chem.soton.ac.uk/,database_url
6470400f28ba1d38eeb2ecd7,platform,https://disc.gsfc.nasa.gov/,database_url
6470400f28ba1d38eeb2ece8,platform,https://rda.ucar.edu/,database_url
6470400f28ba1d38eeb2ecdd,platform,https://www.gbif.org/,database_url
6470400f28ba1d38eeb2ecea,platform,https://www.ecad.eu/,database_url
6470400f28ba1d38eeb2ece7,platform,https://www.coris.noaa.gov/,database_url
6470400f28ba1d38eeb2eceb,platform,http://eaa.crcpress.com/,database_url
6470400f28ba1d38eeb2ece6,platform,https://www.usgs.gov/products/data,database_url
6470400f28ba1d38eeb2ecec,platform,https://datashare.ed.ac.uk/handle/10283/2345,database_url
6470400f28ba1d38eeb2ecf0,platform,https://eparesearch.epa.ie/safer/,database_url
6470400f28ba1d38eeb2ecef,platform,https://www.usgs.gov/centers/eros,database_url
6470400f28ba1d38eeb2eced,platform,https://openei.org/wiki/Main_Page,database_url
6470400f28ba1d38eeb2ecf2,platform,https://www.hyogo-u.ac.jp/english/facilities/museum.html,database_url
6470400f28ba1d38eeb2ecee,platform,https://asdc.larc.nasa.gov/,database_url
6470400f28ba1d38eeb2ecf1,platform,https://esapubs.org/archive/,database_url
6470400f28ba1d38eeb2eccb,platform,http://cdip.ucsd.edu/,database_url
6470400f28ba1d38eeb2ecf3,platform,https://figshare.com/,database_url
6470400f28ba1d38eeb2eccc,platform,http://cds.dl.ac.uk/,database_url
6470400f28ba1d38eeb2ecf4,platform,https://search.earthdata.nasa.gov/search?portal=idn,database_url
6470400f28ba1d38eeb2eccf,platform,https://oriseapps.orau.gov/cedr/,database_url
6470400f28ba1d38eeb2eccd,platform,http://archive.eso.org/cms.html,database_url
6470400f28ba1d38eeb2ecc9,platform,https://www.cadc-ccda.hia-iha.nrc-cnrc.gc.ca/en/,database_url
6470400f28ba1d38eeb2ecf5,platform,https://fdz-rv.de/en/data-service/overview,database_url
6470400f28ba1d38eeb2ecd0,platform,http://www.cellimagelibrary.org/home,database_url
6470400f28ba1d38eeb2ecca,platform,https://ess-dive.lbl.gov/,database_url
6470400f28ba1d38eeb2ecd1,platform,https://citeseerx.ist.psu.edu/,database_url
6470400f28ba1d38eeb2ecce,platform,https://www.bco-dmo.org/,database_url
6470400f28ba1d38eeb2ecdf,platform,https://datashare.ed.ac.uk/,database_url
6470400f28ba1d38eeb2ece1,platform,https://daac.ornl.gov/,database_url
6470400f28ba1d38eeb2ece3,platform,https://www.eea.europa.eu/en/analysis,database_url
6470400f28ba1d38eeb2ecd2,platform,https://datahub.io/,database_url
6470400f28ba1d38eeb2ecf7,platform,https://www.nothobranchius.info//,database_url
6470400f28ba1d38eeb2ecf6,platform,https://gaw.kishou.go.jp/,database_url
6470400f28ba1d38eeb2ece5,platform,https://dataverse.harvard.edu/,database_url
6470400f28ba1d38eeb2ece4,platform,https://databasin.org/,database_url
6470400f28ba1d38eeb2ecfa,platform,http://geocommons.com/,database_url
6470400f28ba1d38eeb2ed02,platform,https://www.cuahsi.org/,database_url
6470400f28ba1d38eeb2ecfd,platform,https://cbeo.communitymodeling.org/,database_url
6470400f28ba1d38eeb2ecff,platform,https://henke.lbl.gov/optical_constants/,database_url
6470400f28ba1d38eeb2ed01,platform,https://hepdata.net/,database_url
6470400f28ba1d38eeb2ecfc,platform,https://geogratis.gc.ca/,database_url
6470400f28ba1d38eeb2ed00,platform,https://heasarc.gsfc.nasa.gov/,database_url
